timestamp,load_kw,price_yuan_per_kwh,ambient_temp_c,hour,weekday,is_weekend
2024-07-01 13:15:00,2189.59,0.65,35.87,13,0,0
2024-07-01 13:30:00,2222.4,0.65,36.37,13,0,0
2024-07-01 13:45:00,2273.86,0.65,36.43,13,0,0
2024-07-01 14:00:00,2074.58,1.105,35.12,14,0,0
2024-07-01 14:15:00,2134.01,1.105,35.64,14,0,0
2024-07-01 14:30:00,2079.86,1.105,36.21,14,0,0
2024-07-01 14:45:00,2197.59,1.105,36.77,14,0,0
2024-07-01 15:00:00,2226.97,1.38125,35.62,15,0,0
2024-07-01 15:15:00,2146.64,1.38125,35.84,15,0,0
2024-07-01 15:30:00,2174.91,1.38125,35.06,15,0,0
2024-07-01 15:45:00,2113.33,1.38125,34.93,15,0,0
2024-07-01 16:00:00,2230.73,1.38125,36.45,16,0,0
2024-07-01 16:15:00,2147.15,1.38125,36.77,16,0,0
2024-07-01 16:30:00,2151.88,1.38125,35.49,16,0,0
2024-07-01 16:45:00,1983.98,1.38125,36.18,16,0,0
2024-07-01 17:00:00,2121.16,1.105,35.49,17,0,0
2024-07-01 17:15:00,1967.37,1.105,34.47,17,0,0
2024-07-01 17:30:00,2167.84,1.105,35.05,17,0,0
2024-07-01 17:45:00,2170.91,1.105,35.74,17,0,0
2024-07-01 18:00:00,1566.62,1.105,34.21,18,0,0
2024-07-01 18:15:00,1620.24,1.105,35.21,18,0,0
2024-07-01 18:30:00,1327.3,1.105,31.56,18,0,0
2024-07-01 18:45:00,1502.48,1.105,33.99,18,0,0
2024-07-01 19:00:00,1394.53,0.65,33.07,19,0,0
2024-07-01 19:15:00,1288.01,0.65,32.41,19,0,0
2024-07-01 19:30:00,1304.12,0.65,32.37,19,0,0
2024-07-01 19:45:00,1117.1,0.65,30.34,19,0,0
2024-07-01 20:00:00,1129.84,0.65,31.38,20,0,0
2024-07-01 20:15:00,1107.11,0.65,31.46,20,0,0
2024-07-01 20:30:00,1092.95,0.65,31.97,20,0,0
2024-07-01 20:45:00,982.46,0.65,29.98,20,0,0
2024-07-01 21:00:00,999.09,0.65,29.35,21,0,0
2024-07-01 21:15:00,920.8,0.65,29.21,21,0,0
2024-07-01 21:30:00,927.4,0.65,29.95,21,0,0
2024-07-01 21:45:00,847.59,0.65,29.09,21,0,0
2024-07-01 22:00:00,759.25,0.65,28.02,22,0,0
2024-07-01 22:15:00,806.48,0.65,28.48,22,0,0
2024-07-01 22:30:00,754.11,0.65,27.78,22,0,0
2024-07-01 22:45:00,798.35,0.65,28.12,22,0,0
2024-07-01 23:00:00,767.16,0.65,26.44,23,0,0
2024-07-01 23:15:00,847.69,0.65,26.4,23,0,0
2024-07-01 23:30:00,821.87,0.65,26.03,23,0,0
2024-07-01 23:45:00,802.54,0.65,24.87,23,0,0
2024-07-02 00:00:00,830.33,0.247,25.99,0,1,0
2024-07-02 00:15:00,779.69,0.247,25.7,0,1,0
2024-07-02 00:30:00,813.04,0.247,25.24,0,1,0
2024-07-02 00:45:00,804.8,0.247,24.82,0,1,0
2024-07-02 01:00:00,806.34,0.247,23.67,1,1,0
2024-07-02 01:15:00,830.54,0.247,24.28,1,1,0
2024-07-02 01:30:00,817.58,0.247,24.18,1,1,0
2024-07-02 01:45:00,806.93,0.247,23.68,1,1,0
2024-07-02 02:00:00,760.28,0.247,24.08,2,1,0
2024-07-02 02:15:00,776.96,0.247,24.44,2,1,0
2024-07-02 02:30:00,797.05,0.247,25.56,2,1,0
2024-07-02 02:45:00,802.24,0.247,24.15,2,1,0
2024-07-02 03:00:00,772.88,0.247,24.21,3,1,0
2024-07-02 03:15:00,857.88,0.247,23.95,3,1,0
2024-07-02 03:30:00,836.39,0.247,22.52,3,1,0
2024-07-02 03:45:00,814.45,0.247,24.09,3,1,0
2024-07-02 04:00:00,801.73,0.247,24.25,4,1,0
2024-07-02 04:15:00,794.91,0.247,26.29,4,1,0
2024-07-02 04:30:00,777.15,0.247,24.3,4,1,0
2024-07-02 04:45:00,801.86,0.247,24.86,4,1,0
2024-07-02 05:00:00,806.19,0.247,24.78,5,1,0
2024-07-02 05:15:00,770.2,0.247,24.08,5,1,0
2024-07-02 05:30:00,808.02,0.247,26.15,5,1,0
2024-07-02 05:45:00,796.27,0.247,26.09,5,1,0
2024-07-02 06:00:00,754.21,0.247,26.39,6,1,0
2024-07-02 06:15:00,779.35,0.247,25.32,6,1,0
2024-07-02 06:30:00,790.07,0.247,27.47,6,1,0
2024-07-02 06:45:00,845.3,0.247,25.55,6,1,0
2024-07-02 07:00:00,813.36,0.247,27.47,7,1,0
2024-07-02 07:15:00,877.84,0.247,29.1,7,1,0
2024-07-02 07:30:00,1099.3,0.247,26.91,7,1,0
2024-07-02 07:45:00,1284.68,0.247,27.62,7,1,0
2024-07-02 08:00:00,1685.69,0.65,28.53,8,1,0
2024-07-02 08:15:00,1620.05,0.65,28.43,8,1,0
2024-07-02 08:30:00,1629.85,0.65,27.98,8,1,0
2024-07-02 08:45:00,1808.46,0.65,29.66,8,1,0
2024-07-02 09:00:00,1657.68,0.65,29.15,9,1,0
2024-07-02 09:15:00,1746.85,0.65,30.77,9,1,0
2024-07-02 09:30:00,1760.24,0.65,30.05,9,1,0
2024-07-02 09:45:00,1986.63,0.65,32.41,9,1,0
2024-07-02 10:00:00,1762.4,1.105,30.93,10,1,0
2024-07-02 10:15:00,1725.65,1.105,31.67,10,1,0
2024-07-02 10:30:00,1924.45,1.105,32.95,10,1,0
2024-07-02 10:45:00,1903.35,1.105,31.67,10,1,0
2024-07-02 11:00:00,2013.4,1.38125,33.18,11,1,0
2024-07-02 11:15:00,1966.09,1.38125,34.38,11,1,0
2024-07-02 11:30:00,1846.27,1.38125,32.37,11,1,0
2024-07-02 11:45:00,2011.53,1.38125,34.1,11,1,0
2024-07-02 12:00:00,1559.44,0.65,34.45,12,1,0
2024-07-02 12:15:00,1663.1,0.65,35.14,12,1,0
2024-07-02 12:30:00,1631.03,0.65,33.77,12,1,0
2024-07-02 12:45:00,1650.94,0.65,33.93,12,1,0
2024-07-02 13:00:00,2072.76,0.65,35.61,13,1,0
2024-07-02 13:15:00,2116.83,0.65,35.62,13,1,0
2024-07-02 13:30:00,1971.71,0.65,35.74,13,1,0
2024-07-02 13:45:00,2109.04,0.65,35.96,13,1,0
2024-07-02 14:00:00,2148.85,1.105,35.25,14,1,0
2024-07-02 14:15:00,2109.13,1.105,36.07,14,1,0
2024-07-02 14:30:00,2189.59,1.105,36.18,14,1,0
2024-07-02 14:45:00,2176.14,1.105,35.42,14,1,0
2024-07-02 15:00:00,2245.23,1.38125,37.49,15,1,0
2024-07-02 15:15:00,2218.3,1.38125,36.37,15,1,0
2024-07-02 15:30:00,2068.53,1.38125,35.0,15,1,0
2024-07-02 15:45:00,2195.79,1.38125,36.41,15,1,0
2024-07-02 16:00:00,2167.26,1.38125,35.02,16,1,0
2024-07-02 16:15:00,2208.32,1.38125,36.31,16,1,0
2024-07-02 16:30:00,2163.17,1.38125,36.47,16,1,0
2024-07-02 16:45:00,2111.59,1.38125,34.72,16,1,0
2024-07-02 17:00:00,2206.41,1.105,35.97,17,1,0
2024-07-02 17:15:00,1985.69,1.105,35.32,17,1,0
2024-07-02 17:30:00,2186.11,1.105,35.42,17,1,0
2024-07-02 17:45:00,2115.77,1.105,36.03,17,1,0
2024-07-02 18:00:00,1557.58,1.105,34.05,18,1,0
2024-07-02 18:15:00,1526.39,1.105,33.35,18,1,0
2024-07-02 18:30:00,1363.11,1.105,32.94,18,1,0
2024-07-02 18:45:00,1347.19,1.105,32.68,18,1,0
2024-07-02 19:00:00,1339.89,0.65,32.94,19,1,0
2024-07-02 19:15:00,1285.25,0.65,32.93,19,1,0
2024-07-02 19:30:00,1332.41,0.65,32.52,19,1,0
2024-07-02 19:45:00,1202.78,0.65,32.59,19,1,0
2024-07-02 20:00:00,1145.43,0.65,31.56,20,1,0
2024-07-02 20:15:00,1163.86,0.65,32.33,20,1,0
2024-07-02 20:30:00,1027.31,0.65,30.57,20,1,0
2024-07-02 20:45:00,1082.38,0.65,32.57,20,1,0
2024-07-02 21:00:00,1007.87,0.65,30.5,21,1,0
2024-07-02 21:15:00,910.52,0.65,28.92,21,1,0
2024-07-02 21:30:00,870.4,0.65,28.36,21,1,0
2024-07-02 21:45:00,851.95,0.65,29.22,21,1,0
2024-07-02 22:00:00,772.76,0.65,28.27,22,1,0
2024-07-02 22:15:00,807.72,0.65,28.64,22,1,0
2024-07-02 22:30:00,842.12,0.65,28.08,22,1,0
2024-07-02 22:45:00,800.44,0.65,27.29,22,1,0
2024-07-02 23:00:00,805.41,0.65,26.32,23,1,0
2024-07-02 23:15:00,816.63,0.65,25.45,23,1,0
2024-07-02 23:30:00,769.54,0.65,25.99,23,1,0
2024-07-02 23:45:00,840.86,0.65,26.73,23,1,0
2024-07-03 00:00:00,804.86,0.247,25.93,0,2,0
2024-07-03 00:15:00,839.16,0.247,24.49,0,2,0
2024-07-03 00:30:00,782.41,0.247,25.38,0,2,0
2024-07-03 00:45:00,843.63,0.247,25.32,0,2,0
2024-07-03 01:00:00,818.6,0.247,24.1,1,2,0
2024-07-03 01:15:00,813.27,0.247,24.74,1,2,0
2024-07-03 01:30:00,805.62,0.247,24.5,1,2,0
2024-07-03 01:45:00,794.04,0.247,23.4,1,2,0
2024-07-03 02:00:00,828.81,0.247,24.49,2,2,0
2024-07-03 02:15:00,803.37,0.247,24.56,2,2,0
2024-07-03 02:30:00,752.79,0.247,24.92,2,2,0
2024-07-03 02:45:00,773.19,0.247,24.86,2,2,0
2024-07-03 03:00:00,795.54,0.247,22.9,3,2,0
2024-07-03 03:15:00,807.44,0.247,23.26,3,2,0
2024-07-03 03:30:00,798.64,0.247,24.46,3,2,0
2024-07-03 03:45:00,829.26,0.247,24.53,3,2,0
2024-07-03 04:00:00,753.17,0.247,24.62,4,2,0
2024-07-03 04:15:00,803.45,0.247,27.4,4,2,0
2024-07-03 04:30:00,756.37,0.247,24.91,4,2,0
2024-07-03 04:45:00,818.23,0.247,25.53,4,2,0
2024-07-03 05:00:00,797.73,0.247,25.57,5,2,0
2024-07-03 05:15:00,810.07,0.247,25.53,5,2,0
2024-07-03 05:30:00,779.27,0.247,24.99,5,2,0
2024-07-03 05:45:00,830.71,0.247,26.1,5,2,0
2024-07-03 06:00:00,825.0,0.247,25.14,6,2,0
2024-07-03 06:15:00,814.01,0.247,25.85,6,2,0
2024-07-03 06:30:00,796.89,0.247,25.96,6,2,0
2024-07-03 06:45:00,813.92,0.247,26.73,6,2,0
2024-07-03 07:00:00,783.03,0.247,28.85,7,2,0
2024-07-03 07:15:00,846.18,0.247,25.85,7,2,0
2024-07-03 07:30:00,1188.85,0.247,28.25,7,2,0
2024-07-03 07:45:00,1351.93,0.247,26.78,7,2,0
2024-07-03 08:00:00,1573.44,0.65,28.07,8,2,0
2024-07-03 08:15:00,1729.36,0.65,29.7,8,2,0
2024-07-03 08:30:00,1637.48,0.65,29.27,8,2,0
2024-07-03 08:45:00,1718.82,0.65,28.75,8,2,0
2024-07-03 09:00:00,1762.87,0.65,29.43,9,2,0
2024-07-03 09:15:00,1729.5,0.65,30.94,9,2,0
2024-07-03 09:30:00,1737.18,0.65,30.2,9,2,0
2024-07-03 09:45:00,1852.0,0.65,31.34,9,2,0
2024-07-03 10:00:00,1866.12,1.105,31.59,10,2,0
2024-07-03 10:15:00,1803.47,1.105,31.41,10,2,0
2024-07-03 10:30:00,2032.76,1.105,34.01,10,2,0
2024-07-03 10:45:00,1968.68,1.105,33.16,10,2,0
2024-07-03 11:00:00,1834.71,1.38125,31.38,11,2,0
2024-07-03 11:15:00,1901.31,1.38125,33.48,11,2,0
2024-07-03 11:30:00,1969.91,1.38125,33.12,11,2,0
2024-07-03 11:45:00,2070.51,1.38125,34.64,11,2,0
2024-07-03 12:00:00,1591.11,0.65,33.61,12,2,0
2024-07-03 12:15:00,1620.39,0.65,34.42,12,2,0
2024-07-03 12:30:00,1708.76,0.65,35.16,12,2,0
2024-07-03 12:45:00,1688.7,0.65,35.68,12,2,0
2024-07-03 13:00:00,2020.52,0.65,34.24,13,2,0
2024-07-03 13:15:00,2132.98,0.65,35.11,13,2,0
2024-07-03 13:30:00,1978.29,0.65,35.16,13,2,0
2024-07-03 13:45:00,2190.19,0.65,35.16,13,2,0
2024-07-03 14:00:00,2234.52,1.105,37.21,14,2,0
2024-07-03 14:15:00,2154.02,1.105,36.21,14,2,0
2024-07-03 14:30:00,2109.95,1.105,34.94,14,2,0
2024-07-03 14:45:00,2218.66,1.105,36.72,14,2,0
2024-07-03 15:00:00,2161.73,1.38125,37.7,15,2,0
2024-07-03 15:15:00,2332.46,1.38125,36.81,15,2,0
2024-07-03 15:30:00,2117.79,1.38125,34.73,15,2,0
2024-07-03 15:45:00,2186.44,1.38125,35.5,15,2,0
2024-07-03 16:00:00,2293.49,1.38125,36.81,16,2,0
2024-07-03 16:15:00,2065.11,1.38125,35.12,16,2,0
2024-07-03 16:30:00,2200.48,1.38125,35.9,16,2,0
2024-07-03 16:45:00,2151.84,1.38125,36.0,16,2,0
2024-07-03 17:00:00,2128.06,1.105,34.45,17,2,0
2024-07-03 17:15:00,1961.03,1.105,34.94,17,2,0
2024-07-03 17:30:00,1926.13,1.105,32.17,17,2,0
2024-07-03 17:45:00,1971.62,1.105,33.69,17,2,0
2024-07-03 18:00:00,1557.65,1.105,34.04,18,2,0
2024-07-03 18:15:00,1477.8,1.105,32.96,18,2,0
2024-07-03 18:30:00,1470.48,1.105,34.96,18,2,0
2024-07-03 18:45:00,1328.3,1.105,32.19,18,2,0
2024-07-03 19:00:00,1336.09,0.65,32.65,19,2,0
2024-07-03 19:15:00,1274.72,0.65,32.76,19,2,0
2024-07-03 19:30:00,1332.96,0.65,33.45,19,2,0
2024-07-03 19:45:00,1157.98,0.65,30.78,19,2,0
2024-07-03 20:00:00,1091.92,0.65,32.48,20,2,0
2024-07-03 20:15:00,1105.92,0.65,31.18,20,2,0
2024-07-03 20:30:00,1014.68,0.65,30.0,20,2,0
2024-07-03 20:45:00,988.22,0.65,30.76,20,2,0
2024-07-03 21:00:00,951.38,0.65,30.16,21,2,0
2024-07-03 21:15:00,928.74,0.65,29.13,21,2,0
2024-07-03 21:30:00,934.42,0.65,29.27,21,2,0
2024-07-03 21:45:00,854.74,0.65,28.52,21,2,0
2024-07-03 22:00:00,801.76,0.65,28.54,22,2,0
2024-07-03 22:15:00,810.94,0.65,28.6,22,2,0
2024-07-03 22:30:00,788.98,0.65,28.97,22,2,0
2024-07-03 22:45:00,783.33,0.65,26.36,22,2,0
2024-07-03 23:00:00,772.3,0.65,28.71,23,2,0
2024-07-03 23:15:00,757.96,0.65,25.1,23,2,0
2024-07-03 23:30:00,790.64,0.65,26.23,23,2,0
2024-07-03 23:45:00,803.79,0.65,26.51,23,2,0
2024-07-04 00:00:00,797.68,0.247,25.98,0,3,0
2024-07-04 00:15:00,790.02,0.247,24.99,0,3,0
2024-07-04 00:30:00,777.3,0.247,25.07,0,3,0
2024-07-04 00:45:00,814.6,0.247,24.62,0,3,0
2024-07-04 01:00:00,768.39,0.247,24.33,1,3,0
2024-07-04 01:15:00,818.62,0.247,25.3,1,3,0
2024-07-04 01:30:00,775.95,0.247,24.74,1,3,0
2024-07-04 01:45:00,781.94,0.247,23.76,1,3,0
2024-07-04 02:00:00,764.8,0.247,24.92,2,3,0
2024-07-04 02:15:00,787.97,0.247,24.36,2,3,0
2024-07-04 02:30:00,823.41,0.247,24.7,2,3,0
2024-07-04 02:45:00,812.38,0.247,24.52,2,3,0
2024-07-04 03:00:00,823.48,0.247,23.34,3,3,0
2024-07-04 03:15:00,812.53,0.247,23.56,3,3,0
2024-07-04 03:30:00,773.51,0.247,24.65,3,3,0
2024-07-04 03:45:00,792.06,0.247,24.6,3,3,0
2024-07-04 04:00:00,781.28,0.247,24.19,4,3,0
2024-07-04 04:15:00,831.93,0.247,24.41,4,3,0
2024-07-04 04:30:00,771.28,0.247,25.48,4,3,0
2024-07-04 04:45:00,821.45,0.247,24.15,4,3,0
2024-07-04 05:00:00,821.43,0.247,25.24,5,3,0
2024-07-04 05:15:00,843.91,0.247,24.85,5,3,0
2024-07-04 05:30:00,790.17,0.247,25.07,5,3,0
2024-07-04 05:45:00,817.1,0.247,26.37,5,3,0
2024-07-04 06:00:00,854.76,0.247,26.42,6,3,0
2024-07-04 06:15:00,785.18,0.247,26.69,6,3,0
2024-07-04 06:30:00,763.16,0.247,27.39,6,3,0
2024-07-04 06:45:00,754.88,0.247,26.68,6,3,0
2024-07-04 07:00:00,817.11,0.247,27.55,7,3,0
2024-07-04 07:15:00,808.31,0.247,27.1,7,3,0
2024-07-04 07:30:00,1109.61,0.247,27.96,7,3,0
2024-07-04 07:45:00,1380.67,0.247,27.97,7,3,0
2024-07-04 08:00:00,1641.62,0.65,28.52,8,3,0
2024-07-04 08:15:00,1711.44,0.65,29.31,8,3,0
2024-07-04 08:30:00,1676.9,0.65,28.56,8,3,0
2024-07-04 08:45:00,1896.73,0.65,31.28,8,3,0
2024-07-04 09:00:00,1677.38,0.65,29.2,9,3,0
2024-07-04 09:15:00,1713.9,0.65,29.42,9,3,0
2024-07-04 09:30:00,1839.25,0.65,31.71,9,3,0
2024-07-04 09:45:00,1940.36,0.65,31.8,9,3,0
2024-07-04 10:00:00,1960.18,1.105,32.05,10,3,0
2024-07-04 10:15:00,1953.86,1.105,32.43,10,3,0
2024-07-04 10:30:00,1982.54,1.105,32.29,10,3,0
2024-07-04 10:45:00,1820.27,1.105,31.94,10,3,0
2024-07-04 11:00:00,2033.7,1.38125,33.06,11,3,0
2024-07-04 11:15:00,1995.33,1.38125,32.79,11,3,0
2024-07-04 11:30:00,2023.58,1.38125,34.43,11,3,0
2024-07-04 11:45:00,2033.34,1.38125,33.84,11,3,0
2024-07-04 12:00:00,1533.18,0.65,33.58,12,3,0
2024-07-04 12:15:00,1617.48,0.65,34.25,12,3,0
2024-07-04 12:30:00,1643.59,0.65,35.09,12,3,0
2024-07-04 12:45:00,1691.84,0.65,34.54,12,3,0
2024-07-04 13:00:00,1981.23,0.65,34.54,13,3,0
2024-07-04 13:15:00,2160.29,0.65,35.58,13,3,0
2024-07-04 13:30:00,2218.12,0.65,35.74,13,3,0
2024-07-04 13:45:00,2157.48,0.65,35.28,13,3,0
2024-07-04 14:00:00,2147.5,1.105,35.42,14,3,0
2024-07-04 14:15:00,2108.76,1.105,36.07,14,3,0
2024-07-04 14:30:00,2053.63,1.105,34.79,14,3,0
2024-07-04 14:45:00,2195.33,1.105,34.86,14,3,0
2024-07-04 15:00:00,2201.79,1.38125,35.43,15,3,0
2024-07-04 15:15:00,2173.3,1.38125,35.82,15,3,0
2024-07-04 15:30:00,2170.63,1.38125,36.2,15,3,0
2024-07-04 15:45:00,2110.08,1.38125,37.06,15,3,0
2024-07-04 16:00:00,2140.26,1.38125,36.48,16,3,0
2024-07-04 16:15:00,2278.73,1.38125,35.55,16,3,0
2024-07-04 16:30:00,2066.24,1.38125,35.53,16,3,0
2024-07-04 16:45:00,2101.18,1.38125,34.58,16,3,0
2024-07-04 17:00:00,2180.03,1.105,35.18,17,3,0
2024-07-04 17:15:00,2006.0,1.105,34.76,17,3,0
2024-07-04 17:30:00,2102.01,1.105,35.02,17,3,0
2024-07-04 17:45:00,2073.41,1.105,33.85,17,3,0
2024-07-04 18:00:00,1564.23,1.105,34.66,18,3,0
2024-07-04 18:15:00,1681.74,1.105,35.18,18,3,0
2024-07-04 18:30:00,1374.19,1.105,33.57,18,3,0
2024-07-04 18:45:00,1459.45,1.105,33.65,18,3,0
2024-07-04 19:00:00,1367.82,0.65,33.55,19,3,0
2024-07-04 19:15:00,1324.15,0.65,32.33,19,3,0
2024-07-04 19:30:00,1281.72,0.65,32.48,19,3,0
2024-07-04 19:45:00,1184.98,0.65,31.94,19,3,0
2024-07-04 20:00:00,1175.18,0.65,31.63,20,3,0
2024-07-04 20:15:00,1036.55,0.65,30.55,20,3,0
2024-07-04 20:30:00,1092.61,0.65,30.8,20,3,0
2024-07-04 20:45:00,1049.27,0.65,30.79,20,3,0
2024-07-04 21:00:00,1037.81,0.65,31.16,21,3,0
2024-07-04 21:15:00,992.68,0.65,30.37,21,3,0
2024-07-04 21:30:00,956.06,0.65,30.94,21,3,0
2024-07-04 21:45:00,842.19,0.65,28.22,21,3,0
2024-07-04 22:00:00,810.55,0.65,29.14,22,3,0
2024-07-04 22:15:00,782.91,0.65,28.22,22,3,0
2024-07-04 22:30:00,828.48,0.65,29.46,22,3,0
2024-07-04 22:45:00,834.47,0.65,26.7,22,3,0
2024-07-04 23:00:00,794.29,0.65,26.33,23,3,0
2024-07-04 23:15:00,801.1,0.65,26.19,23,3,0
2024-07-04 23:30:00,778.29,0.65,24.65,23,3,0
2024-07-04 23:45:00,828.15,0.65,25.62,23,3,0
2024-07-05 00:00:00,815.97,0.247,25.15,0,4,0
2024-07-05 00:15:00,846.59,0.247,25.61,0,4,0
2024-07-05 00:30:00,778.92,0.247,25.51,0,4,0
2024-07-05 00:45:00,790.93,0.247,26.51,0,4,0
2024-07-05 01:00:00,805.55,0.247,25.56,1,4,0
2024-07-05 01:15:00,815.52,0.247,24.16,1,4,0
2024-07-05 01:30:00,794.82,0.247,23.74,1,4,0
2024-07-05 01:45:00,779.05,0.247,24.71,1,4,0
2024-07-05 02:00:00,821.15,0.247,23.15,2,4,0
2024-07-05 02:15:00,817.31,0.247,25.58,2,4,0
2024-07-05 02:30:00,778.01,0.247,24.99,2,4,0
2024-07-05 02:45:00,832.53,0.247,23.64,2,4,0
2024-07-05 03:00:00,828.08,0.247,22.63,3,4,0
2024-07-05 03:15:00,803.22,0.247,25.1,3,4,0
2024-07-05 03:30:00,801.91,0.247,23.96,3,4,0
2024-07-05 03:45:00,813.3,0.247,25.11,3,4,0
2024-07-05 04:00:00,779.32,0.247,22.93,4,4,0
2024-07-05 04:15:00,800.72,0.247,23.84,4,4,0
2024-07-05 04:30:00,748.34,0.247,24.46,4,4,0
2024-07-05 04:45:00,821.03,0.247,24.66,4,4,0
2024-07-05 05:00:00,762.52,0.247,24.44,5,4,0
2024-07-05 05:15:00,836.08,0.247,25.51,5,4,0
2024-07-05 05:30:00,792.08,0.247,24.39,5,4,0
2024-07-05 05:45:00,794.92,0.247,25.38,5,4,0
2024-07-05 06:00:00,784.93,0.247,25.85,6,4,0
2024-07-05 06:15:00,793.09,0.247,26.46,6,4,0
2024-07-05 06:30:00,834.04,0.247,26.92,6,4,0
2024-07-05 06:45:00,740.29,0.247,25.77,6,4,0
2024-07-05 07:00:00,830.65,0.247,25.77,7,4,0
2024-07-05 07:15:00,902.45,0.247,28.37,7,4,0
2024-07-05 07:30:00,1081.75,0.247,27.97,7,4,0
2024-07-05 07:45:00,1297.46,0.247,27.47,7,4,0
2024-07-05 08:00:00,1778.8,0.65,29.69,8,4,0
2024-07-05 08:15:00,1622.18,0.65,28.92,8,4,0
2024-07-05 08:30:00,1690.7,0.65,30.16,8,4,0
2024-07-05 08:45:00,1798.58,0.65,29.66,8,4,0
2024-07-05 09:00:00,1878.96,0.65,31.65,9,4,0
2024-07-05 09:15:00,1826.46,0.65,31.8,9,4,0
2024-07-05 09:30:00,1832.9,0.65,30.58,9,4,0
2024-07-05 09:45:00,1842.63,0.65,31.95,9,4,0
2024-07-05 10:00:00,1972.63,1.105,32.07,10,4,0
2024-07-05 10:15:00,2022.8,1.105,33.02,10,4,0
2024-07-05 10:30:00,1902.6,1.105,31.52,10,4,0
2024-07-05 10:45:00,1977.44,1.105,33.2,10,4,0
2024-07-05 11:00:00,2084.14,1.38125,33.85,11,4,0
2024-07-05 11:15:00,1861.43,1.38125,31.93,11,4,0
2024-07-05 11:30:00,1820.58,1.38125,32.71,11,4,0
2024-07-05 11:45:00,1874.86,1.38125,32.32,11,4,0
2024-07-05 12:00:00,1735.42,0.65,34.03,12,4,0
2024-07-05 12:15:00,1629.26,0.65,35.09,12,4,0
2024-07-05 12:30:00,1700.91,0.65,35.96,12,4,0
2024-07-05 12:45:00,1699.74,0.65,35.05,12,4,0
2024-07-05 13:00:00,2150.28,0.65,36.5,13,4,0
2024-07-05 13:15:00,1980.23,0.65,34.28,13,4,0
2024-07-05 13:30:00,2112.63,0.65,34.18,13,4,0
